Combination,Role_Score,Type_Score,Weakness_Score,Threat_Coverage_Score,Total_Stats_Score,Total_Score,Combination_Names
"150, 151, 131, 121, 89, 112",8.75,7.06,5.71,4.44,8.5,5.826953,"mewtwo, mew, lapras, starmie, muk, rhydon"
"151, 131, 113, 134, 121, 89",8.75,6,6.07,4.03,8.45,5.826658,"mew, lapras, chansey, vaporeon, starmie, muk"
"151, 113, 134, 103, 121, 89",8.75,6,6.07,4.03,8.45,5.826658,"mew, chansey, vaporeon, exeggutor, starmie, muk"
"151, 113, 134, 121, 89, 91",8.75,6,6.07,4.03,8.45,5.826658,"mew, chansey, vaporeon, starmie, muk, cloyster"
"150, 151, 144, 131, 3, 89",8.75,7.61,5,5.44,8.78,5.826487,"mewtwo, mew, articuno, lapras, venusaur, muk"
"150, 144, 131, 9, 121, 89",8.75,5.94,5.46,5.03,8.54,5.82602,"mewtwo, articuno, lapras, blastoise, starmie, muk"
"150, 151, 131, 149, 89, 31",8.75,8.17,5.22,4.94,8.88,5.825857,"mewtwo, mew, lapras, dragonite, muk, nidoqueen"
"151, 134, 121, 143, 59, 89",8.75,6.93,6.02,3.94,8.51,5.825339,"mew, vaporeon, starmie, snorlax, arcanine, muk"
"150, 151, 144, 3, 89, 91",8.75,7.61,5,5.44,8.77,5.825135,"mewtwo, mew, articuno, venusaur, muk, cloyster"
"150, 144, 9, 121, 89, 91",8.75,5.94,5.46,5.03,8.53,5.824668,"mewtwo, articuno, blastoise, starmie, muk, cloyster"
"150, 144, 9, 3, 89, 76",8.75,10,4.95,5.21,8.52,5.824659,"mewtwo, articuno, blastoise, venusaur, muk, golem"
"150, 145, 9, 3, 89, 76",8.75,10,4.95,5.21,8.52,5.824659,"mewtwo, zapdos, blastoise, venusaur, muk, golem"
"150, 151, 146, 62, 89, 112",8.75,9.83,5.14,4.85,8.68,5.823954,"mewtwo, mew, moltres, poliwrath, muk, rhydon"
"150, 146, 113, 121, 89, 76",8.75,10,5.28,4.7,8.33,5.82356,"mewtwo, moltres, chansey, starmie, muk, golem"
"150, 6, 113, 121, 89, 76",8.75,10,5.28,4.7,8.33,5.82356,"mewtwo, charizard, chansey, starmie, muk, golem"
"150, 151, 131, 59, 89, 68",8.75,8.36,5.84,3.94,8.66,5.823463,"mewtwo, mew, lapras, arcanine, muk, machamp"
"144, 121, 59, 149, 89, 80",8.75,7.5,4.68,6.03,8.61,5.823442,"articuno, starmie, arcanine, dragonite, muk, slowbro"
